COSEWICID,SCI_NAME,COM_NAME_E,TAXON_E,SAR_STAT_E,SCHEDULE_E,RANGE_HA,NCC_FS_HA,PCT_NCC
1246,Peltigera gowardii,Western Waterfan,Lichens,Special Concern,No schedule,16774561.49,2292.1700000000005,0.01
1250,Hesperia colorado oregonia,Oregon Branded Skipper,Arthropods,Endangered,No schedule,59363.91,74.58000000000001,0.13
1253,Aechmophorus occidentalis,Western Grebe,Birds,Special Concern,No schedule,86923248.01,63838.500000000044,0.07
1256,Bombus occidentalis mckayi,Western Bumble Bee mckayi subspecies,Arthropods,Special Concern,No schedule,67064442.56,0.0,0.0
1257,Symphyotrichum nahanniense,Nahanni Aster,Vascular Plants,Special Concern,No schedule,380143.9,0.0,0.0
1260,Aneides vagrans,Wandering Salamander,Amphibians,Special Concern,No schedule,3016424.63,416.19999999999993,0.01
1265,Lanius ludovicianus ssp.,Loggerhead Shrike Eastern subspecies,Birds,Endangered,No schedule,5246315.38,18407.399999999987,0.35
1266,Rangifer tarandus,Caribou (Central Mountain population),Mammals,Endangered,No schedule,5192322.27,0.0,0.0
1267,Bombus occidentalis occidentalis,Western Bumble Bee occidentalis subspecies,Arthropods,Threatened,No schedule,79152086.83,102527.33999999988,0.13
1268,Podistera yukonensis,Yukon Podistera,Vascular Plants,Special Concern,No schedule,5320126.22,0.0,0.0
1269,Allogona profunda,Broad–banded Forestsnail,Molluscs,Endangered,No schedule,5828.33,60.709999999999994,1.04
1270,Ptychoramphus aleuticus,Cassin's Auklet,Birds,Special Concern,No schedule,2120384.21,76.33,0.0
1271,Arnica griscomii ssp. griscomii,Griscom’s Arnica,Vascular Plants,Threatened,No schedule,1181937.28,256.46,0.02
1274,Crossidium seriatum,Tiny Tassel,Mosses,Special Concern,No schedule,1909656.92,8333.52,0.44
1275,Pinus flexilis,Limber Pine,Vascular Plants,Endangered,No schedule,782910.12,4175.63,0.53
1276,Rhynchospora macrostachya,Tall Beakrush,Vascular Plants,Endangered,No schedule,7397.98,0.0,0.0
1277,Vernonia fasciculata,Fascicled Ironweed,Vascular Plants,Endangered,No schedule,2973.81,0.0,0.0
1278,Phalaropus lobatus,Red–necked Phalarope,Birds,Special Concern,No schedule,482603372.92,0.0,0.0
1279,Lasioglossum sablense,Sable Island Sweat Bee,Arthropods,Threatened,No schedule,5848.83,0.0,0.0
